Index,Time,Wind Value(mph),Temp(°F),,,,,,Start time ,end time ,Max wind Speed 
397, 11:07:32,0.2,67.4,,,,,,,,
398, 11:07:33,0.6,67.4,,,,,,,,
399, 11:07:34,2,67.4,,,,,,,,
400, 11:07:35,3.3,67.4,,,,,,,,
401, 11:07:36,3.3,67.4,,,,,,,,
402, 11:07:37,3.8,67.2,,,,,,,,
403, 11:07:38,3.5,67.2,,,,,,,,
404, 11:07:39,3.8,67.1,,,,,,,,
405, 11:07:40,3.5,67.1,,,,,,,,
406, 11:07:41,2.6,67.2,,,,,,,,
407, 11:07:42,2.4,67.2,,,,,,,,
408, 11:07:43,2.2,67.4,,,,,,,,
409, 11:07:44,1.7,67.4,,,,,,,,
410, 11:07:45,1.3,67.4,,,,,,,,
411, 11:07:46,0.8,67.4,,,,,,,,
412, 11:07:47,0.8,67.4,,,,,,,,
413, 11:07:48,1.7,67.4,,,,,,,,
414, 11:07:49,2.4,67.4,,,,,,,,
415, 11:07:50,2.4,67.4,,,,,,,,
416, 11:07:51,1.5,67.6,,,,,,,,
417, 11:07:52,0.8,67.6,,,,,,,,
418, 11:07:53,0.2,67.8,,,,,,,,
419, 11:07:54,0.6,67.8,,,,,,,,
420, 11:07:55,1.1,67.6,,,,,,,,
421, 11:07:56,0,67.6,,,,,,,,
422, 11:08:03,0,67.6,,,,,,,,
423, 11:08:12,0.4,67.6,,,,,,,,
424, 11:08:30,0.4,67.6,,,,,,,,
425, 11:09:27,0.4,67.6,,,,,,,,
426, 11:09:30,0.4,67.6,,,,,,,,
427, 11:09:31,0.4,67.6,,,,,,,,
428, 11:10:25,0.4,67.6,,,,,,,,
429, 11:10:42,0.4,67.6,,,,,,,,
430, 11:10:48,0.4,67.6,,,,,,,,
431, 11:10:59,0.4,67.6,,,,,,,,
432, 11:11:05,0.4,67.6,,,,,,,,
433, 11:11:06,0.4,67.6,,,,,,,,
434, 11:11:07,0.4,67.6,,,,,,,,
435, 11:11:09,0.4,67.6,,,,,,,,
436, 11:11:13,0.4,67.6,,,,,,,,
437, 11:11:14,0.4,67.6,,,,,,,,
438, 11:12:45,0.4,67.6,,,,,,,,
439, 11:12:46,0.4,67.6,,,,,,,,
440, 11:12:47,0.4,67.6,,,,,,,,
441, 11:13:04,0.4,67.6,,,,,,,,
442, 11:13:14,0.4,67.6,,,,,,,,
443, 11:13:15,0.4,67.6,,,,,,,,
444, 11:13:16,0.2,70.8,,,,,,,,
445, 11:13:17,0.2,70.8,,,,,,,,
446, 11:13:18,0.2,70.8,,,,,,,,
447, 11:13:19,0,70.8,,,,,,,,
448, 11:13:20,0,70.8,,,,,,,,
449, 11:13:21,0,70.8,,,,,,,,
450, 11:13:22,0.4,70.8,,,,,,,,
451, 11:13:23,2,70.8,,,,,,,,
452, 11:13:24,2.4,70.8,,,,,,,,
453, 11:13:25,2.4,70.8,,,,,,,,
454, 11:13:26,2.2,70.8,,,,,,,,
455, 11:13:27,2.2,70.8,,,,,,,,
456, 11:13:28,2,71,,,,,,,,
457, 11:13:29,1.5,71,,,,,,,,
458, 11:13:30,1.3,71,,,,,,,,
459, 11:13:31,0.8,71,,,,,,,,
460, 11:13:32,0.2,71,,,,,,,,
461, 11:13:33,0.4,71,,,,,,,,
462, 11:13:34,1.1,71,,,,,,,,
463, 11:13:35,1.1,71,,,,,,,,
464, 11:13:36,0.8,71,,,,,,,,
465, 11:13:37,1.3,71,,,,,,,,
466, 11:13:38,1.7,71.2,,,,,,,,
467, 11:13:39,1.7,71.2,,,,,,,,
468, 11:13:40,1.1,71.2,,,,,,,,
469, 11:13:41,0.2,71.2,,,,,,,,
470, 11:13:42,0,71.2,,,,,,,,
471, 11:13:43,0.2,71.2,,,,,,,,
472, 11:13:44,0,71.2,,,,,,,,
473, 11:13:45,0,71.2,,,,,,,,
474, 11:13:46,0,71.4,,,,,,,,
475, 11:13:47,0.2,71.4,,,,,,,,
476, 11:13:48,0,71.2,,,,,,,,
477, 11:13:49,0.4,71.2,,,,,,,,
478, 11:13:50,1.3,71.4,,,,,,,,
479, 11:13:51,2,71.4,,,,,,,,
480, 11:13:52,1.7,71.4,,,,,,,,
481, 11:13:53,1.3,71.4,,,,,,,,
482, 11:13:54,0.2,71.4,,,,,,,,
483, 11:13:55,1.1,71.4,,,,,,,,
484, 11:13:56,1.1,71.4,,,,,,,,
485, 11:13:57,0.4,71.4,,,,,,,,
486, 11:13:58,0.6,71.7,,,,,,,,
487, 11:13:59,0.8,71.7,,,,,,,,
488, 11:14:00,0.8,71.7,,,,,,,,
489, 11:14:01,0.6,71.7,,,,,,,,
490, 11:14:02,0,71.7,,,,,,,,
491, 11:14:03,0.4,71.7,,,,,,,,
492, 11:14:04,0.2,71.7,,,,,,,,
493, 11:14:05,1.1,71.7,,,,,,,,
494, 11:14:06,1.5,71.7,,,,,,,,
495, 11:14:07,1.5,71.7,,,,,,,,
496, 11:14:08,1.5,71.7,,,,,,,,
497, 11:14:09,1.7,71.7,,,,,,,,
498, 11:14:10,1.7,71.7,,,,,,,,
499, 11:14:11,1.7,71.7,,,,,,,,
500, 11:14:12,0.4,71.7,,,,,,,,
501, 11:14:13,0.2,71.7,,,,,,,,
502, 11:14:14,0,71.9,,,,,,,,
503, 11:14:15,0.2,71.9,,,,,,,,
504, 11:14:16,0.6,71.9,,,,,,,,
505, 11:14:17,0.4,71.9,,,,,,,,
506, 11:14:18,0.2,71.9,,,,,,,,
507, 11:14:19,0.2,71.9,,,,,,,,
508, 11:14:20,0,71.9,,,,,,,,
509, 11:14:21,0.2,71.9,,,,,,,,
510, 11:14:22,0.2,71.9,,,,,,,,
511, 11:14:23,0.6,71.9,,,,,,,,
512, 11:14:24,0.8,72.1,,,,,,,,
513, 11:14:25,0.8,72.1,,,,,,,,
514, 11:14:26,0.6,72.1,,,,,,,,
515, 11:14:27,0.2,72.1,,,,,,,,
516, 11:14:28,0.2,72.3,,,,,,,,
517, 11:14:29,0.8,72.3,,,,,,,,
518, 11:14:30,0.8,72.3,,,,,,,,
519, 11:14:31,1.3,72.3,,,,,,,,
520, 11:14:32,1.1,72.3,,,,,,,,
521, 11:14:33,0.4,72.3,,,,,,,,
522, 11:14:34,0.2,72.5,,,,,,,,
523, 11:14:35,0.4,72.5,,,,,,,,
524, 11:14:36,0.4,72.5,,,,,,,,
525, 11:14:37,0.8,72.5,,,,,,,,
526, 11:14:38,1.5,72.5,,,,,,,,
527, 11:14:39,2.6,72.5,,,,,,,,
528, 11:14:40,3.5,72.5,,,,,,,,
529, 11:14:41,3.5,72.5,,,,,,,,
530, 11:14:51,2.6,72.6,,,,,,,,
531, 11:14:52,2.2,72.8,,,,,,,,
532, 11:14:53,1.3,72.8,,,,,,,,
533, 11:14:54,2.2,72.8,,,,,,,,
534, 11:14:55,2,72.8,,,,,,,,
535, 11:14:56,1.5,72.8,,,,,,,,
536, 11:14:57,0.4,72.8,,,,,,,,
537, 11:14:58,0.6,73,,,,,,,,
538, 11:14:59,0.6,73,,,,,,,,
539, 11:15:00,0.2,73,,,,,,,,
540, 11:15:01,0,73,,,,,,,,
541, 11:15:02,0,73.2,,,,,,,,
542, 11:15:03,0.2,73.2,,,,,,,,
543, 11:15:04,0.2,73,,,,,,,,
544, 11:15:05,0,73,,,,,,,,
545, 11:15:06,0.6,73.2,,,,,,,,
546, 11:15:07,0.6,73.2,,,,,,,,
547, 11:15:08,0.4,73.2,,,,,,,,
548, 11:15:09,0.4,73.2,,,,,,,,
549, 11:15:10,0.2,73.2,,,,,,,,
550, 11:15:11,0.4,73.2,,,,,,,,
551, 11:15:12,0.6,73.2,,,,,,,,
552, 11:15:13,0.8,73.2,,,,,,,,
553, 11:15:14,0.2,73.2,,,,,,,,
554, 11:15:15,0.8,73.2,,,,,,,,
555, 11:15:16,1.3,73.2,,,,,,,,
556, 11:15:17,1.5,73.2,,,,,,,,
557, 11:15:18,1.3,73.2,,,,,,,,
558, 11:15:19,1.1,73.2,,,,,,,,
559, 11:15:20,1.1,73.4,,,,,,,,
560, 11:15:21,2.9,73.4,,,,,,,,
561, 11:15:22,3.1,73,,,,,,,,
562, 11:15:23,2.2,73,,,,,,,,
563, 11:15:24,0.8,73.2,,,,,,,,
564, 11:15:25,0.4,73.2,,,,,,,,
565, 11:15:26,1.1,73.2,,,,,,,,
566, 11:15:27,0.8,73.2,,,,,,,,
567, 11:15:28,0.4,73.4,,,,,,,,
568, 11:15:29,1.1,73.4,,,,,,,,
569, 11:15:30,1.1,73.5,,,,,,,,
570, 11:15:31,0.8,73.5,,,,,,,,
571, 11:15:32,0.8,73.7,,,,,,,,
572, 11:15:33,0.6,73.7,,,,,,,,
573, 11:15:34,0.4,73.7,,,,,,,,
574, 11:15:35,0.6,73.7,,,,,,,,
575, 11:15:36,0.6,73.9,,,,,,,,
576, 11:15:37,0.6,73.9,,,,,,,,
577, 11:15:38,0.8,73.9,,,,,,,,
578, 11:15:39,0,73.9,,,,,,,,
579, 11:15:40,0,73.9,,,,,,,,
580, 11:15:41,0,73.9,,,,,,,,
581, 11:15:42,0,73.9,,,,,,,,
582, 11:15:43,0.2,73.9,,,,,,,,
583, 11:15:44,0.4,73.9,,,,,,,,
584, 11:15:45,0.4,73.9,,,,,,,,
585, 11:15:46,0.2,73.9,,,,,,,,
586, 11:15:47,0.2,73.9,,,,,,,,
587, 11:15:48,0.4,74.1,,,,,,,,
588, 11:15:49,0,74.1,,,,,,,,
589, 11:15:50,0.2,74.1,,,,,,,,
590, 11:15:51,0.4,74.1,,,,,,,,
591, 11:15:52,0.2,74.3,,,,,,,,
592, 11:15:53,0.2,74.3,,,,,,,,
593, 11:15:54,0.6,74.3,,,,,,,,
594, 11:15:55,0.8,74.3,,,,,,,,
595, 11:15:56,0.4,74.3,,,,,,,,
596, 11:15:57,0.2,74.3,,,,,,,,
597, 11:15:58,0.2,74.3,,,,,,,,
598, 11:15:59,0.6,74.3,,,,,,,,
599, 11:16:00,0.2,74.3,,,,,,,,
600, 11:16:01,0.4,74.3,,,,,,,,
601, 11:16:02,0.4,74.3,,,,,,,,
602, 11:16:03,0.6,74.3,,,,,,,,
603, 11:16:04,0.4,74.3,,,,,,,,
604, 11:16:05,0.6,74.3,,,,,,,,
605, 11:16:06,0.2,74.4,,,,,,,,
606, 11:16:07,0.8,74.4,,,,,,,,
607, 11:16:08,1.1,74.4,,,,,,,,
608, 11:16:09,1.1,74.4,,,,,,,,
609, 11:16:10,0.8,74.4,,,,,,,,
610, 11:16:11,0.6,74.4,,,,,,,,
611, 11:16:12,1.5,74.4,,,,,,,,
612, 11:16:13,2.2,74.4,,,,,,,,
613, 11:16:14,2,74.4,,,,,,,,
614, 11:16:15,1.5,74.4,,,,,,,,
615, 11:16:16,1.5,74.4,,,,,,,,
616, 11:16:17,1.5,74.4,,,,,,,,
617, 11:16:18,1.1,74.4,,,,,,,,
618, 11:16:19,0.2,74.4,,,,,,,,
619, 11:16:20,0.4,74.4,,,,,,,,
620, 11:16:21,0.2,74.4,,,,,,,,
621, 11:16:22,0.2,74.4,,,,,,,,
622, 11:16:23,0.4,74.4,,,,,,,,
623, 11:16:24,0.8,74.6,,,,,,,,
624, 11:16:25,1.5,74.6,,,,,,,,
625, 11:16:26,1.5,74.6,,,,,,,,
626, 11:16:27,1.3,74.6,,,,,,,,
627, 11:16:28,1.5,74.8,,,,,,,,
628, 11:16:29,1.5,74.8,,,,,,,,
629, 11:16:30,1.5,74.8,,,,,,,,
630, 11:16:31,1.3,74.8,,,,,,,,
631, 11:16:32,0.8,74.8,,,,,,,,
632, 11:16:33,0.6,74.8,,,,,,,,
633, 11:16:34,0.4,74.8,,,,,,,,
634, 11:16:35,0.4,74.8,,,,,,,,
635, 11:16:36,0.2,75,,,,,,,,
636, 11:16:37,0,75,,,,,,,,
637, 11:16:38,0,75,,,,,,,,
638, 11:16:39,0,75,,,,,,,,
639, 11:16:40,0.2,75,,,,,,,,
640, 11:16:41,0.2,75,,,,,,,,
641, 11:16:42,1.1,75,,,,,,,,
642, 11:16:43,0.8,75,,,,,,,,
643, 11:16:44,1.1,75,,,,,,,,
644, 11:16:45,1.5,75,,,,,,,,
645, 11:16:46,1.1,75,,,,,,,,
646, 11:16:47,0.2,75,,,,,,,,
647, 11:16:48,0.4,75,,,,,,,,
648, 11:16:49,0.6,75,,,,,,,,
649, 11:16:50,0.8,75.2,,,,,,,,
650, 11:16:51,0.2,75.2,,,,,,,,
651, 11:16:52,0,75.2,,,,,,,,
652, 11:16:53,0.4,75.2,,,,,,,,
653, 11:16:54,0.4,75.3,,,,,,,,
654, 11:16:55,0.4,75.3,,,,,,,,
655, 11:16:56,0.2,75.3,,,,,,,,
656, 11:16:57,0.8,75.3,,,,,,,,
657, 11:16:58,1.1,75.3,,,,,,,,
658, 11:16:59,1.3,75.3,,,,,,,,
659, 11:17:00,1.1,75.3,,,,,,,,
660, 11:17:01,0.8,75.3,,,,,,,,
661, 11:17:02,0.8,75.3,,,,,,,,
662, 11:17:03,0.6,75.3,,,,,,,,
663, 11:17:04,0,75.5,,,,,,,,
664, 11:17:05,0.4,75.5,,,,,,,,
665, 11:17:06,0,75.5,,,,,,,,
666, 11:17:07,0.2,75.5,,,,,,,,
667, 11:17:08,2.2,75.5,,,,,,,,
668, 11:17:09,8.7,75.5,,,,,,,,
669, 11:17:10,10.5,75.5,,,,,,,,
670, 11:17:11,10.9,75.5,,,,,,,,
671, 11:17:12,10.9,75.5,,,,,,,,
672, 11:17:13,11.8,75.5,,,,,,,,
673, 11:17:14,12,75.5,,,,,,,,
674, 11:17:15,10.9,75.5,,,,,,,,
675, 11:17:16,10.7,75.5,,,,,,,,
676, 11:17:17,9.1,75.5,,,,,,,,
677, 11:17:18,8.9,75.5,,,,,,,,
678, 11:17:19,8.2,75.5,,,,,,,,
679, 11:17:20,10.5,75.3,,,,,,,,
680, 11:17:21,9.6,75.3,,,,,,,,
681, 11:17:22,9.1,75,,,,,,,,
682, 11:17:23,8.7,75,,,,,,,,
683, 11:17:24,8.5,75,,,,,,,,
684, 11:17:25,7.6,75,,,,,,,,
685, 11:17:26,8.2,75,,,,,,,,
686, 11:17:27,8.2,75,,,,,,,,
687, 11:17:28,8.2,74.8,,,,,,,,
688, 11:17:29,8.5,74.8,,,,,,,,
689, 11:17:30,8.7,74.8,,,,,,,,
690, 11:17:31,9.4,74.8,,,,,,,,
691, 11:17:32,10.3,74.4,,,,,,,,
692, 11:17:33,10,74.4,,,,,,,,
693, 11:17:34,10.3,74.4,,,,,,,,
694, 11:17:35,9.6,74.4,,,,,,,,
695, 11:17:36,8.2,74.4,,,,,,,,
696, 11:17:37,8,74.4,,,,,,,,
697, 11:17:38,8.7,74.4,,,,,,,,
698, 11:17:39,8.9,74.4,,,,,,,,
699, 11:17:40,11.6,74.4,,,,,,,,
700, 11:17:41,13.2,74.4,,,,,,,,
701, 11:17:42,12.3,74.3,,,,,,,,
702, 11:17:43,11.8,74.3,,,,,,,,
703, 11:17:44,11.2,74.3,,,,,,,,
704, 11:17:45,11.4,74.3,,,,,,,,
705, 11:17:46,11.4,74.3,,,,,,,,
706, 11:17:47,11.2,74.3,,,,,,,,
707, 11:17:48,11.4,74.3,,,,,,,,
708, 11:17:49,11.8,74.3,,,,,,,,
709, 11:17:50,11.2,73.9,,,,,,,,
710, 11:17:51,12,73.9,,,,,,,,
711, 11:17:52,12.7,73.9,,,,,,,,
712, 11:17:53,12.3,73.9,,,,,,,,
713, 11:17:54,9.8,73.9,,,,,,,,
714, 11:17:55,9.8,73.9,,,,,,,,
715, 11:17:56,11.2,73.9,,,,,,,,
716, 11:17:57,10,73.9,,,,,,,,
717, 11:17:58,10.9,73.9,,,,,,,,
718, 11:17:59,9.6,73.9,,,,,,,,
719, 11:18:00,10.5,73.7,,,,,,,,
720, 11:18:01,10.7,73.7,,,,,,,,
721, 11:18:02,10.7,73.9,,,,,,,,
722, 11:18:03,15.3,73.9,,,,,,,,
723, 11:18:04,10.7,73.7,,,,,,,,
724, 11:18:05,9.6,73.7,,,,,,,,
725, 11:18:06,10,73.7,,,,,,,,
726, 11:18:07,10,73.7,,,,,,,,
727, 11:18:08,9.8,73.7,,,,,,,,
728, 11:18:09,10.9,73.7,,,,,,,,
729, 11:18:10,11.2,73.7,,,,,,,,
730, 11:18:11,11.2,73.7,,,,,,,,
731, 11:18:12,9.8,73.7,,,,,,,,
732, 11:19:10,9.8,73.7,,,,,,,,
733, 11:19:11,2.6,73.2,,,,,,,,
734, 11:19:12,2.2,73.5,,,,,,,,
735, 11:19:13,2,73.5,,,,,,,,
736, 11:19:14,1.7,73.7,,,,,,,,
737, 11:19:16,1.3,73.9,,,,,,,,
738, 11:19:17,1.1,73.9,,,,,,,,
739, 11:19:18,0.8,74.1,,,,,,,,
740, 11:19:19,0.8,74.1,,,,,,,,
741, 11:19:20,0.8,74.1,,,,,,,,
742, 11:19:21,0,74.3,,,,,,,,
743, 11:19:22,0,74.3,,,,,,,,
744, 11:19:24,0,74.3,,,,,,,,
745, 11:19:25,0,74.3,,,,,,,,
746, 11:19:26,0,74.3,,,,,,,,
747, 11:19:27,0.2,74.3,,,,,,,,
748, 11:19:28,0.2,74.3,,,,,,,,
749, 11:19:29,0,74.3,,,,,,,,
750, 11:19:30,0.2,74.3,,,,,,,,
751, 11:19:31,0.2,74.3,,,,,,,,
752, 11:19:32,0,74.3,,,,,,,,
753, 11:19:33,0,74.3,,,,,,,,
754, 11:19:34,0,74.3,,,,,,,,
755, 11:19:35,0.2,74.3,,,,,,,,
756, 11:19:36,0.2,74.3,,,,,,,,
757, 11:19:37,0,74.3,,,,,,,,
758, 11:19:38,0.2,74.3,,,,,,,,
759, 11:19:39,0.2,74.4,,,,,,,,
760, 11:19:40,0,74.4,,,,,,,,
761, 11:19:41,0,74.4,,,,,,,,
762, 11:19:42,0,74.4,,,,,,,,
763, 11:19:43,0.2,74.3,,,,,,,,
764, 11:19:44,0,74.3,,,,,,,,
765, 11:19:45,0,74.4,,,,,,,,
766, 11:19:46,0,74.4,,,,,,,,
767, 11:19:47,0,74.4,,,,,,,,
768, 11:19:48,0,74.4,,,,,,,,
769, 11:19:49,0,74.4,,,,,,,,
770, 11:19:50,0,74.4,,,,,,,,
771, 11:19:51,0,74.3,,,,,,,,
772, 11:19:52,0,74.3,,,,,,,,
773, 11:19:53,0,74.4,,,,,,,,
774, 11:19:54,0,74.4,,,,,,,,
775, 11:19:55,0,74.4,,,,,,,,
776, 11:19:57,0,74.4,,,,,,,,
777, 11:19:58,0,74.4,,,,,,,,
778, 11:19:59,0.2,74.4,,,,,,,,
779, 11:20:00,0,74.4,,,,,,,,
780, 11:20:01,0.4,74.4,,,,,,,,
781, 11:20:02,0.4,74.4,,,,,,,,
782, 11:20:03,0.2,74.4,,,,,,,,
783, 11:20:04,0.2,74.4,,,,,,,,
784, 11:20:05,0.2,74.4,,,,,,,,
785, 11:20:06,0,74.4,,,,,,,,
786, 11:20:07,0,74.4,,,,,,,,
787, 11:20:08,0,74.4,,,,,,,,
